Country Name,"Country Code","Series Name","Series Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]","2024 [YR2024]"
Nigeria,"NGA","Access to clean fuels and technologies for cooking (% of population)","EG.CFT.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.7","0.7","0.8","0.9","0.9","1","1.1","1.3","1.5","1.8","2.2","2.7","3.4","4.3","5.7","7.4","9.7","12.5","15.7","18.9","21.85","24.4","26.2",""
Nigeria,"NGA","Access to clean fuels and technologies for cooking, rural (% of rural population)","EG.CFT.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.2","0.2","0.2","0.3","0.3","0.4","0.4","0.5","0.6","0.7","0.8","1","1.3","1.7","2.1","2.7","3.4","4.2","5.3","6.5","7.6","8.7","9.7",""
Nigeria,"NGA","Access to clean fuels and technologies for cooking, urban (% of urban population)","EG.CFT.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.7","1.8","1.9","2","2.1","2.3","2.5","2.8","3.2","3.8","4.5","5.5","6.9","8.8","11.4","14.9","19.5","25.2","31.4","37.2","42.4","46.2","48.7",""
Nigeria,"NGA","Access to electricity (% of population)","EG.ELC.ACCS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.3","35.2346000671387","36.0994606018066","36.9636459350586","37.8264694213867","38.6872520446777","39.5453186035156","40.3999824523926","41.2505683898926","44.9","43.2","43.9","44.6","52.2","46.1","46.8","47.6","50.1","50.3","50","48","55.9","53","55.6","54.2","52.5","59.3","54.4","56.5","55.4","55.4","59.5","60.5","61.2",""
Nigeria,"NGA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.04391372536075","14.2529109017222","14.9700471628511","15.6931901780981","16.4231206189389","17.1597683755411","17.9032057830542","18.6585470745314","19.4251489051188","24.3267900721401","21.5","21.8","22.1","32.7","22.8","23.1","23.5","25.3","25.6","24.6","23.5","31","27","31.6","27.1","25.9","34","22.6","31","25.5","24.6","26.3","27","32.9",""
Nigeria,"NGA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.4","83.7839584350586","83.8470993041992","83.9070816040039","83.9607467651367","84.0049285888672","84.0364761352539","84.0522232055664","84.0490188598633","84.3","83.8","83.8","83.8","84.9","83.8","83.8","83.9","86.2","84.8","84.1","79.8","87.1","84.5","83.6","84.7","81.5","86","86.8","81.7","83.9","83.9","89.2","89","85",""
Nigeria,"NGA","Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+)","FX.OWN.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.6675376842052","","","44.4419846566021","","","39.6668586884669","","","","45.3166327186278","","","63.2613514491542"
Nigeria,"NGA","Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)","FX.OWN.TOTL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.9904013803634","","","34.0223963700315","","","27.2766783028412","","","","34.9640811024201","","","52.2155914465012"
Nigeria,"NGA","Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)","FX.OWN.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2768925034846","","","54.3624813953471","","","51.4073357721221","","","","55.4526241322263","","","74.302879584059"
Nigeria,"NGA","Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)","FX.OWN.TOTL.OL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.808553167985","","","48.8837884582817","","","43.3606657121079","","","","50.7884878596083","","","73.6886247105236"
Nigeria,"NGA","Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)","FX.OWN.TOTL.40.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9573963364522","","","30.5065328869879","","","24.5287585933543","","","","32.6924793988622","","","46.7443880832654"
Nigeria,"NGA","Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)","FX.OWN.TOTL.PL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.206373471593","","","28.076233062629","","","16.054481590596","","","","25.797500270357","","","42.1862354000244"
Nigeria,"NGA","Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)","FX.OWN.TOTL.60.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1318604402325","","","53.706930281153","","","49.722798847487","","","","53.682456206515","","","74.2769862838096"
Nigeria,"NGA","Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)","FX.OWN.TOTL.SO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.1442655409942","","","56.0282695760169","","","59.2974668590833","","","","65.2032500929332","","","79.6714034471371"
Nigeria,"NGA","Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)","FX.OWN.TOTL.YG.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4764731050718","","","35.7487555560932","","","32.598071491492","","","","34.8767624796848","","","44.4306588774756"
Nigeria,"NGA","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2875486178671","","","27.0298034337863","","","","","",""
Nigeria,"NGA","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.57087330053326","","","18.3450399895211","","","9.74062056275428","","","","","",""
Nigeria,"NGA","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.18968244033036","","","2.33281919388991","","","","","",""
Nigeria,"NGA","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nigeria,"NGA","Adjusted net enrollment rate, primary (% of primary school age children)","SE.PRM.TENR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.11272","66.17986","","","","67.924","68.36617","68.82653","71.66882","64.89473","65.9868","65.98292","","","","","","","","","","","","","",""
Nigeria,"NGA","Adjusted net enrollment rate, primary, female (% of primary school age children)","SE.PRM.TENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.39441","60.27744","","","","62.99102","63.65292","64.73516","64.01113","58.24456","59.56059","60.00594","","","","","","","","","","","","","",""
Nigeria,"NGA","Adjusted net enrollment rate, primary, male (% of primary school age children)","SE.PRM.TENR.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.64231","71.88682","","","","72.68987","72.91817","72.77665","79.05888","71.30839","72.17992","71.73887","","","","","","","","","","","","","",""
Nigeria,"NGA","Adjusted net national income (annual % growth)","NY.ADJ.NNTY.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nigeria,"NGA","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","427297983711.111","","","","","","","","",""
Nigeria,"NGA","Adjusted net national income (current US$)","NY.ADJ.NNTY.CD","","","","","","","","","","","11016021495.7786","7796195119.40441","10189401611.2086","12463949705.1426","17079641737.3032","21314188072.2719","28036762499.2322","27239977910.6012","28964196005.0633","28698223053.5364","43701932531.3541","141870040833.08","125797372631.735","84399172317.791","62551961485.9008","61275580867.2896","46532841552.9565","42856657869.9372","42497310294.7895","32716337817.8157","39377951445.6481","38346262719.17","36245524761.187","18501778265.052","25140128692.0661","34135241239.9801","39854311852.2361","43297726359.528","45405677439.0672","50524864261.8854","50245326395.4967","57912213005.6127","77787088830.0566","83563378741.7589","106282911592.429","134261779797.002","199188708486.115","227234605874.289","275013402711.797","247409404891.413","293431576478.3","323487212414.446","371531355255.71","423720250266.34","483590240570.028","427297983711.111","354205619259.166","321488689032.274","348408553490.782","375139240375.531","363360574592.209","363312013594.576","","",""
Nigeria,"NGA","Adjusted net national income per capita (annual % growth)","NY.ADJ.NNTY.PC.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nigeria,"NGA","Adjusted net national income per capita (constant 2015 US$)","NY.ADJ.NNTY.PC.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2241.01208942365","","","","","","","","",""
Nigeria,"NGA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","197.088299711653","136.262137171017","173.875386980071","207.44850154457","276.911134455809","336.128593714998","429.629449761978","405.148271307986","417.793810962061","401.38361798513","592.450962126341","1865.03981613792","1604.99435467468","1049.2416459256","757.962650660962","721.755522564592","533.413574939182","478.355140222308","461.826436974681","346.091049206514","405.452804796166","384.538712634362","354.05435216012","176.002797900144","232.917611422537","308.02578443177","350.352857282911","370.843248639662","378.866054829442","410.613284888167","397.565555206536","445.949913488274","582.797105316656","609.050790171062","753.474678222764","925.833147570393","1336.14348433488","1482.60368451609","1745.06410914623","1526.75238031897","1760.84070266462","1887.54797064261","2108.57001929312","2340.35655258183","2601.38927302816","2241.01208942365","1812.31535863866","1605.39993960525","1700.06182330317","1790.76350333497","1697.97691199082","1662.53237835855","","",""
Nigeria,"NGA","Adjusted net savings, excluding particulate emission damage (% of GNI)","NY.ADJ.SVNX.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.9317093352279","40.1399834792844","31.0524950878661","18.4801443990806","20.744425584784","23.0356597033777","19.5706403529071","23.6848007209971","20.6942836250646","32.8702439317873","32.9447550187037","18.2732056803632","17.2936729031185","14.1344219189278","16.0146827057849","21.3500423524933","35.9554554325786","13.3448989000262","18.410682725576","14.490853363554","10.2444010102375","9.34861932837115","19.0398374024628","6.04901848644182","10.32182372585","6.48748993142931","5.49591883975005","6.83651910420336","6.21102341179283","9.51700587318642","16.6445439721868","20.5520616576926","","",""
Nigeria,"NGA","Adjusted net savings, excluding particulate emission damage (current US$)","NY.ADJ.SVNX.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19912891868.1451","18730220341.564","13925631702.7166","4695041236.24623","6530305841.42108","9638551181.24318","9559272448.75618","12368599768.1308","10715000140.7831","19030857880.924","20854253180.6151","12566535173.1989","15387535308.3095","13723378334.9117","20170768242.7516","34659346290.0214","84051616953.7231","35537353875.6162","59689613854.9891","40616386901.9911","35576878124.0217","36595401566.5632","84092272667.4224","29902771128.9607","57288524413.6886","31143538791.9119","21761100314.5266","24902238161.375","24985889311.2565","41251372938.7912","69312823476.9129","87116554016.6948","","",""
Nigeria,"NGA","Adjusted net savings, including particulate emission damage (% of GNI)","NY.ADJ.SVNG.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2739931818821","34.3342595119531","25.443452153149","12.4026244443333","14.3399367691596","16.690176230305","13.5530822823459","17.738128194497","14.779510398409","27.3037155452387","27.339949337902","12.9571684284871","12.3879884186639","9.40957109494485","11.1897518072385","16.4368875700151","30.8974331525714","8.31128784256097","13.706969883592","10.2266983724083","6.35688991336384","6.00684121371523","15.9326227136687","3.0538489841266","7.57380984611406","3.84979653546389","2.9040018537255","4.2874322866207","3.74125504777779","7.19891436832295","14.3936994414279","18.459394275535","","",""
Nigeria,"NGA","Adjusted net savings, including particulate emission damage (current US$)","NY.ADJ.SVNG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17019068506.5213","16021138779.3721","11410231059.6257","3150994491.51044","4514184905.55552","6983482126.89454","6619998309.76965","9263147740.10456","7652473449.61734","15808009555.418","17306373203.0822","8910681335.82181","11022563584.9019","9135931051.57381","14093684810.6387","26683402721.8111","72227682418.3991","22132889835.7271","44439619739.7387","28664394525.4735","22076283178.4467","23513928489.4587","70368797024.0593","15096423897.4351","42036407692.8672","18481152034.2156","11498400448.6074","15617108396.0773","15050431838.8928","31203626993.5268","59939638492.3818","78246107145.0803","","",""
Nigeria,"NGA","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.72400328094016","2.24906019222499","2.7424884935935","4.75976364826172","3.64373195118773","3.14826489699379","3.26623473297117","3.12755057519959","2.93267562678058","2.66800505203557","2.85077492560906","2.87700931078143","2.08916160958369","2.18586848338972","1.72941217162251","1.41484819722551","0.931263309788065","0.784494982004692","0.719592687842625","0.758202622138806","0.741115990255406","0.723892928409619","0.670693670904995","0.707071588963296","0.696621787742823","0.780559885533017","1.0051965800308","1.11454197424137","1.07022983310354","1.08455510019945","1.14150549020827","1.23447087616223","","",""
Nigeria,"NGA","Adjusted savings: carbon dioxide damage (current US$)","NY.ADJ.DCO2.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","881797678.547467","1049462140.00199","1229881354.22472","1209259306.67979","1147039909.50066","1317292959.37361","1595391215.15888","1633259311.52705","1518468593.70214","1544692673.29576","1804559846.50208","1978527431.36402","1858890717.56623","2122301170.85626","2178224367.65423","2296843856.59895","2176976652.23953","2089103559.19528","2333004718.53393","2125164769.68483","2573756458.25767","2833696771.23874","2962218314.04726","3495343904.79224","3866413083.01606","3747119044.72306","3980077626.99498","4059754571.05695","4305352334.81124","4700993937.28925","4753567816.15314","5232703684.74056","","",""
Nigeria,"NGA","Adjusted savings: consumption of fixed capital (% of GNI)","NY.ADJ.DKAP.GN.ZS","","","","","","","","","","","8.35727554417916","8.05088776512551","8.70399550089816","9.36747549011288","8.05496500221222","8.77214992568368","9.15550989289305","9.06146345773191","9.24026291089061","9.40952605965814","10.74659366503","10.5967900487319","10.348112834611","9.94403391728468","9.31075739595231","10.0701836814259","10.2178930374574","9.45854458190441","8.8609330124487","8.29083982865432","8.22618036245983","8.4263596548062","7.74564969118787","7.9066770621551","8.02801499389936","8.00274305110362","7.73210783182871","7.82213781757271","7.84452618088404","7.53491639802782","7.44576340660119","7.42205446186703","7.08486689388774","7.30162492212933","7.45537400028724","7.06382186528796","7.19891327958073","7.71504463145386","7.43870708910999","7.35199470174549","8.82451930082742","8.73627950068325","8.7792067331314","9.11555247781514","9.20960767319654","9.50152388654764","9.27349527431056","9.1307612673164","9.58874395142028","10.1647012396652","11.1519320519015","11.5484350220239","","",""
Nigeria,"NGA","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","1009647337.37217","685679149.12892","985729910.94265","1319990911.97745","1931762329.17439","2380661661.49","3247696379.82365","3231792331.92069","3361620753.7379","4418601518.1425","6563904148.92267","17263172174.6086","14663059339.4971","9587872120.68559","6768932979.59634","7323297195.27836","5454493814.46746","4755870548.50999","4354090289.8704","3475274708.95783","4207548110.33427","3931929197.06201","3473571595.21429","2008759999.21014","2527203898.48399","3348497480.93345","3776745371.37119","4084851425.87445","4061706153.03368","4362484300.78853","4713218693.41769","5104167822.76354","6303960997.4762","7089286130.04093","9390171749.61008","11467305034.7111","16828609015.7583","20545099163.9667","24117169381.9113","20606892763.0254","30645895973.3103","34198382166.9784","38774671800.0156","45061902202.6622","51115466417.5361","45612568323.1357","36718420852.7611","33259088171.5772","38573883741.8116","44058802446.4919","46439956482.5339","48951773314.0835","","",""
Nigeria,"NGA","Adjusted savings: education expenditure (% of GNI)","NY.ADJ.AEDU.GN.ZS","","","","","","","","","","","1.5372349","1.5","3.3212277","3.3212277","2.4","1.7","3.3212277","2.1","3.3212277","2.3","3.3212277","5.1052206","5","4.53888888888887","4.07777777777785","3.61666666666665","3.15555555555562","2.69444444444442","2.2333333333334","1.7722222222222","1.31111111111117","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","0.85","","",""
Nigeria,"NGA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","185714245.688786","127752212.389381","376129960.61446","468001265.147152","575574144.486691","461360653.753027","1178125446.21167","748969957.081544","1208267348.22128","1080052643.17181","2028570257.61438","8316886698.88341","7084895368.77395","4376321178.97585","2964549854.50111","2630133242.26736","1684491919.80087","1354799236.49622","1097416600.15367","742863110.954769","670610518.481813","396629144.068926","381186339.900088","215949884.623621","267578388.349273","355655909.557277","415182203.28625","443884241.49125","440109466.202273","492123795.380239","538055760.119","584547401.48291","756311576.224184","825281122.325508","1070589615.87454","1379877559.96549","1987010692.84553","2263542872.86616","2755800669.26352","2382463475.4447","2951890147.13485","3327346021.80004","3754151375.1616","4201897467.59523","4717697864.73709","4080469989.61475","3365576495.33793","3096152020.42726","3419405226.23752","3684317049.41595","3539652396.23417","3602999647.79807","","",""
Nigeria,"NGA","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","0.447241368954194","0.410119891059502","1.32340468057648","2.18015790802108","20.7164997640659","12.6806449603491","11.7962195344174","14.5158238076285","11.094438578214","29.4219772041851","17.6892440128847","2.31536231999428","0.87116665510565","2.51872743091038","4.64610702005796","5.66871319414142","2.61221884881355","5.30749335913451","4.65353392282823","13.658951383967","14.785958203354","9.39530373352427","11.4311601202966","19.268502712986","12.1108664752467","10.4157092987393","10.6743684846723","9.26643461692891","4.46175058265574","5.19808666148029","13.1784596343324","8.36674645864773","5.49200544437949","6.63205267137552","8.16075406026052","9.89743035860281","7.59218293877828","6.95262645229633","7.73505869379046","4.37482309977167","6.67019801749588","8.61319227962612","7.08411743301012","5.15673822947642","3.65978499350569","1.48796897074401","1.26813852174609","2.60563035209807","3.80255446619972","3.2835440091152","1.58754632268501","2.7341515185273","","",""
Nigeria,"NGA","Adjusted savings: energy depletion (current US$)","NY.ADJ.DNGY.CD","","","","","","","","","","","54031490.8776454","34929148.9518288","149875948.09661","307210691.749451","4968284011.85873","3441382734.65689","4184424453.22143","5177102825.81084","4036172491.54657","13816210542.0525","10804400518.5856","3771943974.81202","1234424920.03766","2428515099.13452","3377725967.65075","4122434381.41687","1394449080.71129","2668671816.74138","2286656138.63721","5725428216.75638","7562760328.22124","4384060327.17096","5126355396.55024","4895330514.98735","3812477803.48205","4358127722.738","5213891560.18302","4839087413.25147","2310186667.36505","3009531925.36832","8342054253.8215","5753835177.96338","4886667405.02406","6439185731.71138","10278610064.2599","16067343591.9496","17747939625.1669","18514785945.6425","25077976382.5181","12262183819.6915","23164343302.6877","33716554196.0151","31288057885.8132","25491865067.6335","20312658646.1866","7143073800.70456","5021196707.78969","9491091387.21769","15297028958.5602","14232490794.4597","6611014288.49971","11589584656.8005","","",""
Nigeria,"NGA","Adjusted savings: gross savings (% of GNI)","NY.ADJ.ICTR.GN.ZS","","","","","","","","","","","","","","","","","","","","","","87.9330766247787","85.1293042973635","76.2028221251657","61.4055861508565","49.1347902364053","54.8901660922373","54.0534195719217","48.4883624547045","67.5572234616245","62.3567400708707","59.3607070598398","52.1217933929441","49.5650878224833","43.6770390051176","43.7523895427897","40.3933847911015","43.0509433985944","35.0832630533884","47.4213152859301","55.5698767095503","36.0891126410302","31.1098363938035","29.4040155184969","32.510243666813","39.2100795298872","50.8281172875179","27.9488188315242","33.4550574968051","26.1299193020976","25.6415732645978","26.5848398443614","34.7398815820405","20.1919060659337","23.0387232910294","17.4078899386058","16.1939966208628","18.8413813616446","19.823422094967","23.2040814697558","29.6798859102989","35.2259464270484","","",""
Nigeria,"NGA","Adjusted savings: mineral depletion (% of GNI)","NY.ADJ.DMIN.GN.ZS","","","","","","","","","","","0.0112411906422849","0.000126124706752797","0.000179588330961715","0.000436885157531578","0.0107076746255721","0.0096891205490674","0.0104460946664127","0.045879363158382","0.0498969841889874","0.0548895055932904","0.0142279178633672","0.00263399224253182","0.00215280822828721","0.00288050072279497","0.00208010423719155","0.00174042677842246","3.26466440927359E-06","1.69884366120251E-05","0","0","0","0","0","0","0","1.2592575356716E-05","3.33887221560609E-05","1.96678960600637E-05","2.70380034321286E-05","6.32425991746073E-05","0.000123724304053953","9.67293707817155E-05","0.000129542834089876","4.75226746396351E-05","2.07288579162019E-05","0.000163939527016037","0.000302326792166791","0.00175386574311871","0.00101630048616903","0.00404551488770273","0.0113389457815969","0.0128558072711323","0.016026342531216","0.0135252832370023","0.000885110734380723","0.000347264351845316","0.00124740502526274","0.00392866378545561","0.000870432450607083","0.00427524758957806","0.00435807331735369","0.00682735264227463","","",""
Nigeria,"NGA","Adjusted savings: mineral depletion (current US$)","NY.ADJ.DMIN.CD","","","","","","","","","","","1358054.80397029","10741.8068830878","20338.4284225518","61562.4175508326","2567941.94252314","2629517.05341743","3705500.21006897","16362983.1693628","18152593.6238177","25775458.9558378","8690259.63062002","4291022.22279582","3050484.20929009","2777330.89040408","1512238.54014766","1265683.22368513","1742.7361748079","8541.9912808712","0","0","0","0","0","0","0","5268.9692260722","16308.7096819597","10270.9048521766","13999.6250090463","36615.5152182575","78318.3228975812","66521.0615735632","115264.405928309","46140.6661911859","26108.3529812054","266137.028847983","706737.139728356","4670529.76800056","3294966.54112642","11339166.4227288","39378026.2724615","50324375.5066235","70782724.5322066","66861003.9789035","4912570.61369861","1667060.90137392","4939102.39198906","14310282.7257856","3501601.49493246","18531020.6879493","18148311.3655708","28939940.1947161","","",""
Nigeria,"NGA","Adjusted savings: natural resources depletion (% of GNI)","NY.ADJ.DRES.GN.ZS","","","","","","","","","","","0.458482559596479","0.410246015766255","1.32358426890744","2.18059479317861","20.7272074386915","12.6903340808982","11.8066656290838","14.5617031707869","11.144335562403","29.4768667097784","17.7034719307481","2.31799631223681","0.873319463333937","2.52160793163317","4.64818712429515","5.67045362091984","2.61222211347796","5.30751034757112","4.65353392282823","13.658951383967","14.785958203354","9.39530373352427","11.4311601202966","19.268502712986","12.1108664752467","10.4157218913147","10.6744018733945","9.26645428482497","4.46177762065917","5.19814990407946","13.1785833586365","8.36684318801851","5.49213498721358","6.63210019405016","8.16077478911844","10.2313671148805","7.59248526557045","6.95438031803945","7.73607499427663","4.37886861465937","6.68153696327748","8.62604808689725","7.10014377554134","5.17026351271342","3.66067010424007","1.48831623509586","1.26938592677135","2.60955901588353","3.80342489865033","3.28781925670478","1.59190439600236","2.74097887116957","","",""
Nigeria,"NGA","Adjusted savings: net forest depletion (% of GNI)","NY.ADJ.DFOR.GN.ZS","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.333772816750723","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
Nigeria,"NGA","Adjusted savings: net forest depletion (current US$)","NY.ADJ.DFOR.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","541841905.836231","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","",""
Nigeria,"NGA","Adjusted savings: net national savings (% of GNI)","NY.ADJ.NNAT.GN.ZS","","","","","","","","","","","","","","","","","","","","","","77.3362865760467","74.7811914627527","66.2587882078811","52.0948287549042","39.0646065549793","44.6722730547799","44.5948749900172","39.6274294422558","59.2663836329702","54.1305597084109","50.9343474050336","44.3761437017562","41.6584107603283","35.6490240112184","35.7496464916861","32.6612769592727","35.2288055810217","27.2387368725044","39.8863988879023","48.1241133029492","28.6670581791631","24.0249694999158","22.1023905963677","25.0548696665258","32.1462576645993","43.6292040079371","20.2337742000703","26.0163504076953","18.7779246003522","16.8170539637704","17.848560343678","25.9606748489091","11.0763535881185","13.8291156178329","7.90636605205818","6.9205013465522","9.71062009432826","10.2346781435467","13.0393802300906","18.5279538583974","23.6775114050244","","",""
Nigeria,"NGA","Adjusted savings: net national savings (current US$)","NY.ADJ.NNAT.CD","","","","","","","","","","","","","","","","","","","","","","125988117568.388","105963383413.171","63885621619.2617","37873009619.9041","28408789022.0314","23846857288.7048","22422842197.6529","19472148757.3202","24842714174.6489","27686839356.432","23767113664.668","19900682113.5915","10583681173.2898","11222245166.0545","14958321222.7667","15953389329.5215","18397072522.323","14103559935.273","23092995299.7231","30462889839.1426","19714416902.105","21376897119.0815","21459630255.8201","31557039167.1442","52185764221.4696","101990229275.424","53882371037.3558","84348089253.3187","52632611182.3454","58402465764.1046","69868630887.5236","114659180216.653","54754943637.7701","76754810848.7679","37954928708.6262","27401737256.3654","35371242381.9482","41172366979.8853","56519071641.8121","77155901496.6971","100364782650.633","","",""
Nigeria,"NGA","Adjusted savings: particulate emission damage (% of GNI)","NY.ADJ.DPEM.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.65771615334577","5.80572396733131","5.60904293471709","6.07751995474726","6.4044888156244","6.34548347307271","6.01755807056119","5.94667252650006","5.91477322665561","5.56652838654857","5.60480568080168","5.31603725187609","4.90568448445469","4.72485082398294","4.82493089854639","4.91315478247818","5.05802228000727","5.03361105746522","4.70371284198398","4.26415499114576","3.88751109687366","3.34177811465592","3.10721468879406","2.99516950231523","2.74801387973596","2.63769339596542","2.59191698602454","2.54908681758266","2.46976836401505","2.31809150486346","2.25084453075893","2.0926673821576","","",""
